 200.0     0.00    0.3252E+12    1     128^3 :  box [h^-1 Mpc], redshift, part. mass [h^-1 M_s], nspecies, n	#
     198  147.5133 189.4187  93.7501   269.5    83.9    -6.8      360  0.1171E+15  0.6952   716.5  1.0293   298.1      0.2965E-01	3
     199  169.1664  57.2216 134.5792  -387.4   328.2   329.8      358  0.1164E+15  0.4513   928.8  0.8280   570.3      0.2532E-01	3
     200  143.9070 112.9992   1.3800   295.9   411.6  -322.3      358  0.1164E+15  0.6158   727.0  0.9513   375.8      0.7029E-01	2
     201   17.0114 192.9762 165.6487   176.4  -195.5   439.3      355  0.1154E+15  0.7856   687.2  1.0030   317.8      0.2345E-01	3
     202    8.0097 115.0885  28.2666    46.1   527.2   135.3      355  0.1154E+15  0.5873   744.8  0.9154   418.3      0.3463E-01	3
     203   66.4959  66.6769  34.1625  -327.3  -417.3   -83.2      355  0.1154E+15  0.6707   704.1  0.9417   384.1      0.5829E-01	3
     204  174.0699 162.6178  34.1102  -277.9   186.4   -60.6      353  0.1148E+15  0.6749   724.4  0.9838   334.9      0.3092E-01	3
     205  130.8569  23.5352  75.8022  -303.7   -75.7   -47.3      353  0.1148E+15  0.6242   782.2  0.9713   348.0      0.5037E-01	3
     206   86.2903  52.4267 197.2964  -264.5  -256.9    98.6      352  0.1145E+15  0.5647   738.1  0.9359   388.0      0.2207E-01	3
     207  145.4723 115.2085 199.3951   128.7    29.5    -5.2      352  0.1145E+15  0.6317   760.3  0.9708   347.5      0.3229E-01	3
     208   12.3032  89.1843 152.3909  -283.3    54.8    35.6      351  0.1141E+15  0.5622   852.0  0.9199   407.5      0.4304E-01	3
     209  154.4212 135.8631 199.7906   114.9  -202.1   193.4      350  0.1138E+15  0.5772   770.6  0.8667   486.0      0.8925E-01	3
     210   62.1480  37.0200  19.4189  -188.2  -247.1   353.2      350  0.1138E+15  0.6780   711.7  1.0125   304.5      0.2364E-01	3
     211   66.8300  13.1625  33.3796    53.8   122.4   283.1      349  0.1135E+15  0.5563   801.0  0.9224   401.9      0.5402E-01	2
     212   70.7738 170.5639  23.4911   238.9   310.8  -271.2      347  0.1128E+15  0.9114   682.9  0.9202   402.5      0.6632E-01	3
     213   24.0750 160.4937  24.1952    70.0   115.8  -121.2      347  0.1128E+15  1.3091   564.4  0.9986   314.7      0.7971E-01	3
     214  167.9334   8.6662  83.9640  -137.1  -133.5   148.9      345  0.1122E+15  0.6407   706.1  1.0022   309.5      0.6613E-01	2
     215  126.1589 100.6214   2.4420    39.3   374.1  -182.2      345  0.1122E+15  0.6132   763.4  0.9582   354.3      0.4028E-01	3
     216   48.9033  32.4148  32.7455    48.0  -480.6  -278.9      344  0.1119E+15  1.2226   636.6  1.0887   240.5      0.1259    	3
     217  181.3125 153.4666  25.7196  -200.3   -84.7   216.6      343  0.1115E+15  0.7218   669.8  0.9983   311.4      0.4448E-01	3
     218  157.0602 163.9231  40.0400  -121.3    -0.7  -292.2      342  0.1112E+15  0.8209   657.6  1.0100   299.7      0.5717E-01	3
     219   74.4246 152.4028 124.4236  -298.1   323.8   174.4      341  0.1109E+15  0.5822   748.5  0.9115   406.9      0.5835E-01	3
     220   36.6724 165.4245  13.5047   147.5    43.3  -317.2      340  0.1106E+15  0.6415   682.1  0.9463   362.5      0.7784E-01	3
     221   23.3745  34.6344  16.2440  -143.5  -186.8   320.9      340  0.1106E+15  0.9476   650.5  1.0215   288.0      0.6603E-01	2
     222   38.3273  33.1479  27.8012   278.3  -549.2   387.7      340  0.1106E+15  0.6669   719.1  0.9687   337.9      0.5496E-01	2
     223  134.3661 181.3837  66.5060    12.0   255.4  -177.1      339  0.1102E+15  0.7323   675.6  0.9379   371.2      0.1499E-01	3
     224  118.2717  35.2847 142.8642   314.0   -76.2  -413.8      337  0.1096E+15  0.5356   730.5  0.8760   453.2      0.8183E-01	3
     225  196.5878 100.6102 110.8292    71.8   -73.8   332.8      337  0.1096E+15  0.5642   780.2  0.8880   435.0      0.2301E-01	3
     226   14.0152  71.3214 177.0437  -266.3    33.2   -87.3      336  0.1093E+15  0.6184   687.0  0.9831   319.4      0.3206E-01	3
     227   32.9446 125.2586 118.9592    62.1    59.5   135.8      334  0.1086E+15  0.6495   752.8  0.8898   428.5      0.1040    	2
     228  173.4570 142.0713  94.4348   -28.7   320.2    29.3      334  0.1086E+15  0.5015   798.0  0.8562   481.1      0.3335E-01	3
     229   10.9552 132.2426 189.3318  -110.5   107.8   -56.8      333  0.1083E+15  0.6309   691.2  0.9680   331.6      0.4643E-01	3
     230  196.0147 146.8636 128.0565   412.8  -136.8   273.9      330  0.1073E+15  0.6348   722.8  0.9374   361.9      0.5783E-01	3
     231   51.9354 163.3881 164.9079  -468.3   600.0   359.4      329  0.1070E+15  0.6080   740.0  0.9429   354.5      0.1664E-01	2
     232   22.9091 158.9640 183.0193   372.6   147.9  -127.4      329  0.1070E+15  0.7574   658.5  0.9462   350.8      0.3452E-01	3
     233  166.7209  41.0643  68.1265   -79.2  -179.8   -88.5      328  0.1067E+15  0.6176   718.1  0.8899   420.6      0.2823E-01	3
     234   88.4489  20.3308 124.4671   466.7    53.2   -43.8      328  0.1067E+15  0.6709   672.0  0.9116   391.2      0.6670E-01	3
     235   53.2650 139.4919 176.2152  -271.7   309.0    26.3      327  0.1063E+15  0.5699   754.3  0.8758   440.0      0.3603E-01	3
     236  186.5285 187.0794  49.4290    41.5   447.0  -144.8      327  0.1063E+15  0.5090   897.5  0.8581   467.9      0.5833E-01	3
     237  134.3900  74.3018  58.8439  -133.3  -184.0   107.7      327  0.1063E+15  0.5014   832.0  0.8633   459.5      0.3680E-01	3
     238  120.5232  34.7731  46.3092    35.7  -180.2   349.6      326  0.1060E+15  0.5952   755.3  0.9200   378.2      0.3161E-01	3
     239  161.2883 120.4591 180.1984   263.9    17.1   310.2      326  0.1060E+15  0.5598   775.7  0.8890   419.4      0.4714E-01	2
     240   89.4583  58.7275  37.6109  -289.8  -276.6     2.2      326  0.1060E+15  0.5950   699.8  0.9368   358.2      0.3413E-01	3
     241   61.4988 180.2755 188.2331   196.3   334.4   -34.1      324  0.1054E+15  0.6510   708.8  0.9838   307.3      0.3768E-01	2
     242   93.1030 173.7782 191.7260   -56.1   -70.7   228.0      324  0.1054E+15  0.6739   678.8  0.9584   332.4      0.5770E-01	2
     243   20.1712 164.0341  30.3629   128.5   -45.9  -346.5      322  0.1047E+15  0.6110   712.8  0.9607   328.0      0.5410E-01	3
     244  183.8232  47.6435 132.3099  -408.8   126.8   251.5      321  0.1044E+15  0.7602   675.4  0.9111   383.5      0.3286E-01	3
     245   38.1087  78.1921  38.4179    15.5   -41.3   -64.7      320  0.1041E+15  1.0023   637.2  0.9569   329.8      0.6943E-01	3
     246   50.8645 147.4591 199.9806   -96.3   301.3   123.7      319  0.1037E+15  0.6002   734.2  0.8838   417.7      0.4849E-01	3
     247  134.4318 140.6039 188.9895    60.4   168.4   129.9      317  0.1031E+15  0.8242   662.0  0.9840   300.4      0.1180    	3
     248   69.0458  73.5965 194.3234   -55.0   -71.5   203.3      316  0.1028E+15  0.6455   686.9  0.9272   358.1      0.5199E-01	3
     249  125.1370  56.8300  71.3640  -113.7  -376.5    50.9      316  0.1028E+15  0.6454   684.0  0.9329   351.6      0.3256E-01	3
     250   94.8155 199.6125 119.2526   150.0   362.8   244.0      315  0.1024E+15  0.5746   750.4  0.8957   396.2      0.3620E-01	3
     251   93.1757  45.1424 128.3934   254.4  -352.3   261.1      315  0.1024E+15  0.6659   673.7  0.9430   339.3      0.3972E-01	3
     252   68.8441 105.5593  43.7472  -444.2  -188.9   108.4      315  0.1024E+15  0.6926   637.8  0.9717   310.1      0.8034E-01	3
     253    6.5377 189.7742 168.4560   204.4    90.8   160.7      313  0.1018E+15  0.5527   749.5  0.8790   416.5      0.3404E-01	3
     254  143.0157  32.6610 145.6908   -42.3   -56.3   290.1      312  0.1015E+15  0.6328   689.9  0.9238   357.6      0.6681E-01	3
     255   83.2393  67.1440  57.6100  -135.6  -237.8    96.7      311  0.1011E+15  0.5589   732.8  0.8931   394.5      0.1830E-01	3
     256  153.3733 189.5303  11.4442  -409.5    91.6   437.9      310  0.1008E+15  0.6109   720.8  0.9132   367.8      0.3108E-01	3
     257   18.2827 157.0620  29.0106   158.7   108.6  -314.8      310  0.1008E+15  0.6968   672.0  0.9568   319.7      0.2927E-01	3
     258  185.3129 103.0081 186.4933  -124.2   438.3   -40.5      309  0.1005E+15  0.6212   684.7  0.9137   366.0      0.5458E-01	3
     259   36.2441 159.1901   9.1651   285.5   167.2   -29.7      307  0.9983E+14  0.5768   726.2  0.8816   404.9      0.1146    	3
     260   76.4067   3.2656 163.5119   -41.2  -160.4  1039.9      307  0.9983E+14  0.5559   713.4  0.8943   387.8      0.6943E-01	3
     261  186.3341 192.8168  53.0179   178.0   552.2   -32.7      306  0.9950E+14  0.5978   688.1  0.9597   312.6      0.3571E-01	3
     262  195.8583  68.0987 160.2302  -504.6    20.3   175.2      305  0.9918E+14  0.5894   703.2  0.9167   357.7      0.4594E-01	2
     263  183.3449  68.6645  30.0491   180.0   119.5  -249.8      305  0.9918E+14  0.5502   705.3  0.8404   464.5      0.5771E-01	2
     264  142.7437 158.1559  15.3926   305.6   484.6   505.7      304  0.9885E+14  0.7176   639.6  0.9892   283.5      0.6733E-01	2
     265   84.3591  94.1423 115.0375   -60.3  -100.3  -415.4      304  0.9885E+14  0.5325   751.4  0.9093   365.4      0.2235E-01	3
     266   57.9717  31.5893  27.7180  -247.3    23.1   491.6      304  0.9885E+14  0.6094   711.8  0.8912   388.1      0.3582E-01	3
     267   66.4609  28.9219  57.0821   127.1  -253.8  -659.4      304  0.9885E+14  0.7100   654.5  0.9259   345.9      0.9960E-01	2
     268  195.4986  45.2777 169.3350  -340.0   311.6    50.9      303  0.9853E+14  0.5844   697.3  0.9164   355.7      0.2523E-01	3
     269   67.7568  12.6945  20.3497  -273.3  -213.9    58.5      303  0.9853E+14  0.7045   638.4  0.9843   286.9      0.1758E-01	3
     270   81.1078  49.3558  75.0108   -14.7  -178.4  -184.4      302  0.9820E+14  0.6897   640.3  0.8743   408.3      0.4086E-01	3
     271   34.1182 107.5192  44.4353  -128.6   143.4  -131.4      301  0.9788E+14  0.6202   671.2  0.9211   347.9      0.7092E-01	3
     272   17.6566  69.7149  17.0168   251.1  -197.8    39.9      301  0.9788E+14  0.5887   709.4  0.9215   347.5      0.7986E-01	2
     273   49.0175 153.5507 171.3542  -146.5   474.8    96.5      300  0.9755E+14  0.6168   661.3  0.9469   319.1      0.3330E-01	3
     274   83.5324  45.9885 107.2471   365.1  -155.2  -112.0      300  0.9755E+14  0.5723   678.3  0.8869   388.6      0.3888E-01	3
     275   54.8308 178.4644 128.7268  -285.0   -55.5   412.1      299  0.9723E+14  0.7753   621.5  0.9435   321.6      0.3392E-01	3
     276  168.8541  66.8964 119.3757  -501.6   273.2   659.9      299  0.9723E+14  0.6514   657.2  0.9500   314.9      0.4904E-01	2
     277   56.5233 178.9857 194.6611   100.8    82.5  -233.1      298  0.9690E+14  0.5886   723.0  0.9026   366.1      0.1612    	3
     278   11.5181 107.2530  43.3269   182.2   576.5  -449.4      298  0.9690E+14  0.6053   694.3  0.9135   353.1      0.4645E-01	2
     279   47.8537  99.2729 199.2788    58.6   438.8    37.3      298  0.9690E+14  0.6113   662.1  0.9109   356.3      0.2878E-01	2
     280  131.6322 165.9947  21.8050   509.9   -63.9   -45.1      297  0.9658E+14  0.6053   642.4  0.9279   335.8      0.7578E-01	2
     281   90.0683 189.7158  46.9336  -166.3   104.2  -215.4      297  0.9658E+14  0.6902   633.0  0.9801   284.8      0.3489E-01	3
     282   51.4932 178.3664   8.2441   394.0   136.2  -273.3      296  0.9625E+14  0.9889   623.3  0.9904   275.1      0.1462    	2
     283  161.2855  71.9036 129.0949   145.6  -348.9   121.4      293  0.9527E+14  0.6303   714.8  0.9002   362.9      0.3440E-01	2
     284  156.9209  28.5573 159.5587  -116.0  -293.6  -278.7      292  0.9495E+14  0.5906   678.8  0.9151   344.2      0.4714E-01	3
     285   15.2365 131.0115  56.8027    43.7    40.7   -17.3      292  0.9495E+14  0.5340   693.8  0.8955   367.4      0.4940E-01	3
     286   56.1681 149.2341 148.6245  -445.2   235.2   413.7      291  0.9462E+14  0.5733   666.0  0.8934   368.7      0.2010E-01	3
     287   60.6534 184.4143  17.9777   125.7   414.4  -622.3      291  0.9462E+14  1.0740   564.7  0.9984   263.9      0.3883E-01	3
     288  151.1589 172.1931  42.1046    82.3  -241.1  -389.9      290  0.9430E+14  0.8202   590.3  0.9373   318.1      0.7429E-01	3
     289    2.6365 126.4674  67.7886   402.0   312.7  -370.3      290  0.9430E+14  0.5165   710.8  0.8389   444.0      0.4551E-01	3
     290   27.2887 138.3793  76.2687  -234.7    21.1   -86.6      287  0.9332E+14  0.5864   656.4  0.8868   371.8      0.3252E-01	3
     291  102.2244 152.0582  15.2230   113.9   838.6   -42.1      286  0.9300E+14  0.7318   646.2  0.9743   279.1      0.5364E-01	3
     292  130.1149 146.2054 184.8202    -2.5   174.5   366.4      285  0.9267E+14  0.6249   630.9  0.9246   325.7      0.1803E-01	3
     293  191.1914 109.8415 182.9921  -508.6   227.1    50.8      284  0.9235E+14  0.4884   829.2  0.7791   543.0      0.5608E-01	3
     294   21.7707 175.3318  61.0129  -103.3    77.4  -529.1      284  0.9235E+14  0.5150   714.0  0.8380   436.3      0.6344E-01	3
     295  172.6201 194.6012  57.7355   156.0   139.3  -399.9      282  0.9170E+14  0.5970   693.8  0.9018   347.4      0.7783E-01	3
     296   15.1130 140.7231  27.8805   -95.6   -20.0  -190.6      282  0.9170E+14  0.6013   678.7  0.8705   386.3      0.2453E-01	3
     297  110.4293 164.3925   3.2231  -152.1   474.8   -46.4      281  0.9137E+14  0.6428   674.7  0.9199   326.1      0.1580E-01	3
     298  176.4272  42.7808  18.5339     4.0  -311.8  -151.7      281  0.9137E+14  0.8175   588.2  0.8666   390.2      0.6738E-01	3
     299   61.8312 183.8878   8.3250   148.3  -199.8   111.1      280  0.9105E+14  0.5434   707.9  0.8115   473.7      0.5571E-01	2
     300  187.1080  10.7133 159.4752  -286.4    26.1   235.3      280  0.9105E+14  0.5516   717.4  0.8462   417.6      0.5438E-01	3
     301   57.6991 136.2999  48.0218  -185.8    52.6  -114.3      280  0.9105E+14  0.4766   731.2  0.8148   467.9      0.2420E-01	3
     302  128.0363  86.1384 125.6425   525.8  -505.0  -383.1      279  0.9072E+14  0.5813   701.4  0.9105   333.9      0.3366E-01	3
     303   91.8845  29.3338 132.9439   313.9   126.6    84.6      279  0.9072E+14  0.5899   660.4  0.8678   385.8      0.5376E-01	2
     304  119.3224 194.1303 128.0403  -158.0   338.4   248.3      279  0.9072E+14  0.4769   765.6  0.7839   523.8      0.1415    	3
     305   63.5919 120.3611  78.4307  -272.9   -69.7  -264.0      278  0.9040E+14  0.8000   610.3  0.9350   307.1      0.5842E-01	3
     306  186.0514 126.9588  23.5607   -74.0   252.4  -171.4      277  0.9007E+14  0.5866   674.3  0.8697   380.5      0.3898E-01	3
     307   75.7723 175.9928 197.8021  -153.2   468.4  -234.0      277  0.9007E+14  0.7982   585.5  0.9054   337.2      0.8330E-01	2
     308  177.8883 134.8511  30.1526  -222.9   182.7  -153.5      274  0.8910E+14  0.5730   735.5  0.8261   439.3      0.1510    	2
     309  125.9079 185.2035 161.1129   166.9  -142.1   460.0      274  0.8910E+14  0.4635   799.6  0.7960   491.2      0.4475E-01	3
     310   78.6694  52.8951  97.1474   298.4   -80.7  -142.1      272  0.8845E+14  0.3594   907.2  0.6609   852.6      0.5263E-01	3
     311  139.2773  47.2907 142.5279    76.2    45.1   -88.1      271  0.8812E+14  0.5138   735.8  0.8311   426.7      0.3741E-01	3
     312  131.6261 192.9756   7.8279   -52.1   372.1    22.8      271  0.8812E+14  0.5350   701.3  0.8428   409.1      0.2470E-01	2
     313    2.5826 137.9449 109.7451    92.7   289.7   194.7      271  0.8812E+14  0.6879   675.4  0.9113   323.5      0.1085    	3
     314   58.4535 187.8067  45.0905   180.7   317.9  -578.1      271  0.8812E+14  0.5891   648.2  0.8999   335.9      0.3323E-01	2
     315   14.2235  58.4043 160.2228  -236.6   324.1   403.0      270  0.8780E+14  0.5044   729.2  0.8537   392.2      0.7260E-01	3
     316   12.1496 129.0659  23.9892  -234.0   270.7   284.1      268  0.8715E+14  0.5675   659.2  0.8854   348.8      0.1133E-01	3
     317  142.5697  59.6851  98.2243  -243.4  -238.2   436.6      268  0.8715E+14  0.6018   585.4  0.8937   339.1      0.9400E-01	3
     318  119.4676 105.1464  96.3592    29.2  -442.5   185.6      268  0.8715E+14  0.5396   647.4  0.8471   398.5      0.5507E-01	3
     319   63.1870 117.6423  51.2212  -105.5    59.4   -24.2      268  0.8715E+14  0.5900   698.3  0.8526   390.7      0.2829E-01	3
     320    9.0588  86.6712 187.1837  -267.9     8.5   106.8      267  0.8682E+14  0.5866   696.3  0.8787   355.5      0.4951E-01	2
     321  130.5981  59.8477 175.9995   286.8    22.7   -87.8      266  0.8649E+14  0.6755   656.6  0.8893   341.6      0.1656E-01	3
     322    6.3196 148.0211 134.1320   436.1  -448.1   492.9      265  0.8617E+14  0.5844   693.8  0.7848   495.6      0.8457E-01	3
     323  119.6839  30.1478 188.5704   215.3  -332.3    98.8      265  0.8617E+14  1.2203   540.2  1.0005   238.7      0.9728E-02	2
     324   99.3989  81.5151 112.3096   324.8  -340.1  -203.2      264  0.8584E+14  0.5321   701.3  0.8337   411.7      0.4250E-01	3
     325  183.4929 100.4366 135.0857    88.1   -95.0   369.1      262  0.8519E+14  0.5695   633.7  0.8882   337.8      0.3696E-01	3
     326  160.2711 194.8070 117.6474  -344.1   118.5   -95.0      262  0.8519E+14  0.6485   602.7  0.9149   309.0      0.1053E-01	3
     327   43.3289  35.1867  34.9671   430.7  -650.2  -917.6      262  0.8519E+14  0.5272   641.1  0.8212   427.6      0.7234E-01	3
     328   42.3162  29.6279  31.3261   528.6    90.3  -350.2      261  0.8487E+14  0.7452   573.6  0.9372   286.2      0.5215E-01	2
     329   66.0176  78.1415  84.7896    69.4   -69.8   -60.1      261  0.8487E+14  0.5742   638.7  0.9129   309.8      0.3873E-01	3
     330   95.8698 167.3938 172.6145   -71.7   404.0   588.2      260  0.8454E+14  0.6156   636.1  0.8868   336.7      0.7805E-01	2
     331  163.3542 153.4195  59.7119     8.1   319.7  -112.1      260  0.8454E+14  0.9156   587.5  0.8902   332.9      0.9115E-01	2
     332   87.9611 120.3397  99.8126   -10.2  -135.2  -186.9      260  0.8454E+14  0.5288   692.6  0.8393   397.4      0.1132E-01	2
     333   77.5642   8.0793  87.9466   251.0   224.1  -144.7      260  0.8454E+14  0.6541   605.1  0.8496   383.1      0.6288E-01	2
     334  147.8560  67.1826 180.7281   176.7   138.2  -207.5      259  0.8422E+14  0.6994   577.6  0.8759   348.1      0.6176E-01	3
     335  167.5818  80.3542   3.9661   205.4    88.5  -278.1      259  0.8422E+14  0.7238   588.8  0.8911   330.7      0.1592E-01	3
     336  196.9935 108.1373 158.7703   -81.2   217.3   115.6      259  0.8422E+14  0.4808   758.8  0.8363   400.2      0.6007E-01	2
     337  165.7191 148.0420  67.1802   -40.9   542.6  -347.5      258  0.8389E+14  0.5151   697.1  0.8110   437.2      0.7666E-01	3
     338  158.0213   8.5187 100.7349  -348.7   129.8   160.3      258  0.8389E+14  0.5772   674.9  0.8751   347.8      0.4220E-01	3
     339   90.2164 171.3137  28.4981  -315.4   205.3  -954.9      258  0.8389E+14  0.6975   623.7  0.9032   316.3      0.6797E-01	3
